video_id,title,publish_date,view_count,like_count,comment_count,duration
8SHKhbAu_O0,Spark SQL - Getting Started - Managing Spark Metastore Databases,2020-11-23T11:01:40Z,1735,9,2,532.0
eCFxOUhXHPM,Spark SQL - Getting Started - Managing Spark Metastore Tables,2020-11-23T11:01:09Z,1201,7,0,188.0
kbNReN5KUws,Spark SQL - Getting Started - Retrieve Metadata of Tables,2020-11-23T11:00:49Z,1563,4,2,132.0
7zOQH3syHeQ,Spark SQL - Getting Started - Role of Spark or Hive Metastore,2020-11-23T11:00:27Z,2169,13,0,284.0
9GXRqqQVx4Y,Spark SQL - Getting Started - Exercise - Getting Started with Spark SQL,2020-11-23T11:00:06Z,1339,4,1,504.0
fwEa_d4KXvQ,Spark SQL - Basic Transformations - Basic Transformations,2020-11-23T10:59:46Z,1691,7,0,184.0
8jlQnlZxyvA,Spark SQL - Basic Transformations - Spark SQL – Overview,2020-11-23T10:59:26Z,1583,4,0,377.0
xuzwK0Q-PQw,Spark SQL - Basic Transformations - Define Problem Statement,2020-11-23T10:59:06Z,1269,2,1,194.0
NSO69vBgMJE,Spark SQL - Basic Transformations - Preparing Tables,2020-11-23T10:58:45Z,1249,3,1,278.0
LSyWtZHiM-Y,Spark SQL - Basic Transformations - Projecting Data,2020-11-23T10:58:27Z,991,2,0,216.0
jPnOrEWS1eE,Spark SQL - Basic Transformations - Filtering Data,2020-11-23T10:57:48Z,1275,5,1,583.0
9GSu1n4V6A0,Spark SQL - Basic Transformations - Joining Tables - Inner,2020-11-23T10:57:25Z,1130,9,0,418.0
wKd8Hj8vNXE,Spark SQL - Basic Transformations - Joining Tables - Outer,2020-11-23T10:57:00Z,678,4,0,414.0
_xaVNPZWNDg,Spark SQL - Basic Transformations - Aggregating Data,2020-11-23T10:56:40Z,765,9,1,609.0
M3aSvyL0Al4,Spark SQL - Basic Transformations - Sorting Data,2020-11-23T10:56:21Z,548,5,0,272.0
9aT2MCJVCCk,Spark SQL - Basic Transformations - Conclusion - Final Solution,2020-11-23T10:55:59Z,499,4,0,235.0
NcpeXLejH2k,Spark SQL - Basic DDL and DML - Basic DDL and DML,2020-11-23T11:22:28Z,728,4,0,157.0
OUu7paD9ojk,Spark SQL - Basic DDL and DML - Create Spark Metastore Tables,2020-11-23T11:22:09Z,988,4,0,585.0
i0QPCVGR_nk,Spark SQL - Basic DDL and DML - Overview of Data Types,2020-11-23T11:20:23Z,593,0,0,557.0
4aZ8RIMMkUk,Spark SQL - Basic DDL and DML - Adding Comments,2020-11-23T11:18:31Z,487,0,0,118.0
3leee3drHs0,Spark SQL - Basic DDL and DML - Loading Data into Tables - Local,2020-11-23T11:18:07Z,635,5,0,246.0
QLl0xvnQsTg,Spark SQL - Basic DDL and DML - Loading Data into Tables - HDFS,2020-11-23T11:17:36Z,629,2,0,339.0
dL4tSw-WGns,Spark SQL - Basic DDL and DML - Loading Data - Append and Overwrite,2020-11-23T11:16:59Z,784,2,0,152.0
p8IyQe9qApY,Spark SQL - Basic DDL and DML - Creating External Tables,2020-11-23T11:16:28Z,648,5,0,175.0
SUWyUWrHkKE,Spark SQL - Basic DDL and DML - Managed Tables vs. External Tables,2020-11-23T11:16:03Z,503,2,0,268.0
3WqAMpvCDQ0,Spark SQL - Basic DDL and DML - Overview of File Formats,2020-11-23T11:15:40Z,673,3,0,431.0
3ZFkdGkTEiM,Spark SQL - Basic DDL and DML - Dropping Tables and Databases,2020-11-23T11:15:20Z,396,0,0,237.0
ZUk228BZj4w,Spark SQL - Basic DDL and DML - Truncating Tables,2020-11-23T11:14:56Z,498,2,0,130.0
Ag7tkdhewcM,Spark SQL - Basic DDL and DML - Managed Tables - Exercise,2020-11-23T11:14:36Z,411,3,0,400.0
vnNhIcvjQqs,Spark SQL - DML and Partitioning - DML and Partitioning,2020-11-23T12:08:49Z,502,4,0,193.0
ht8FHTF6y6E,Spark SQL - DML and Partitioning - Introduction to Partitioning,2020-11-23T12:08:12Z,464,0,0,78.0
zcMq7om95hw,Spark SQL - DML and Partitioning - Creating Tables using Parquet,2020-11-23T12:07:49Z,1170,2,0,257.0
DZSIVt0sG5k,Spark SQL - DML and Partitioning - LOAD vs. INSERT,2020-11-23T12:07:27Z,661,1,0,234.0
qb869zZKZk8,Spark SQL - DML and Partitioning - Inserting Data using Stage Table,2020-11-23T12:07:02Z,627,2,0,272.0
BSs1ToOfq40,Spark SQL - DML and Partitioning - Creating Partitioned Tables,2020-11-23T12:06:41Z,882,2,0,186.0
NDPlI9sJlR0,Spark SQL - DML and Partitioning - Adding Partitions to Tables,2020-11-23T12:06:18Z,537,2,0,222.0
gu4oG0aJ0js,Spark SQL - DML and Partitioning - Loading into Partitions,2020-11-23T12:05:57Z,392,3,2,444.0
BOwfYgUCf7s,Spark SQL - DML and Partitioning - Inserting Data into Partitions,2020-11-23T12:05:22Z,361,0,0,185.0
9eYd6A6A1ZA,Spark SQL - DML and Partitioning - Using Dynamic Partition Mode,2020-11-23T12:05:02Z,561,2,0,276.0
j7fTXOeJgGQ,Spark SQL - DML and Partitioning - Exercise - Partitioned Tables,2020-11-23T12:04:42Z,316,0,0,211.0
pTyWexTBe1M,Spark SQL - Pre-defined Functions - Predefined Functions,2020-11-23T12:19:25Z,651,5,0,101.0
5V28JUBFsVY,Spark SQL - Pre-defined Functions - Overview of Functions,2020-11-23T12:19:05Z,899,5,0,162.0
EgQpOKpljBM,Spark SQL - Pre-defined Functions - Validating Functions,2020-11-23T12:18:37Z,614,3,0,256.0
Y5e3DzB0i4c,Spark SQL - Pre-defined Functions - String Manipulation Functions,2020-11-23T12:18:15Z,709,3,5,630.0
qgPjDoQ7Cl4,Spark SQL - Pre-defined Functions - Date Manipulation Functions,2020-11-23T12:15:46Z,840,4,0,942.0
vYSClb17WBE,Spark SQL - Pre-defined Functions - Overview of Numeric Functions,2020-11-23T12:15:28Z,331,3,0,512.0
nZo9rv2IAiM,Spark SQL - Pre-defined Functions - Data Type Conversion,2020-11-23T12:15:06Z,533,1,1,237.0
arPUAUWAe8k,Spark SQL - Pre-defined Functions - Handling NULL Values,2020-11-23T12:14:41Z,1343,10,0,449.0
TmQfNsGHkCw,Spark SQL - Pre-defined Functions - Using CASE and WHEN,2020-11-23T12:14:19Z,522,2,0,423.0
3nqpQzLVh80,Spark SQL - Pre-defined Functions - Query Example - Word Count,2020-11-23T12:14:00Z,514,4,0,407.0
wkYC9crqHH8,Spark SQL - Windowing Functions - Exercises - Windowing Functions,2020-11-30T08:45:42Z,605,4,0,112.0
ooxBTw_UU3U,Spark SQL - Windowing Functions - Prepare HR Database,2020-11-30T08:46:32Z,466,4,0,208.0
psc34WIg3ew,Spark SQL - Windowing Functions - Overview of Windowing Functions,2020-11-30T08:46:58Z,612,9,0,187.0
peDMzBredoU,Spark SQL - Windowing Functions - Aggregations using Windowing Functions,2020-11-30T08:47:28Z,804,4,0,622.0
BhWIslXAebo,Spark SQL - Windowing Functions - Using LEAD or LAG,2020-11-30T08:48:02Z,2328,12,2,644.0
0kJ-ZdOJnKQ,Spark SQL - Windowing Functions - Getting first and last values,2020-11-30T08:48:46Z,836,9,1,420.0
NsqHuZbUrAw,Spark SQL - Windowing Functions - Ranking using Windowing Functions,2020-11-30T08:49:12Z,711,2,0,666.0
UNCJNFMyr6c,Spark SQL - Windowing Functions - Order of execution of SQL,2020-11-30T08:49:44Z,519,4,0,393.0
6AOlttTRG48,Spark SQL - Windowing Functions - Overview of Sub Queries,2020-11-30T08:50:18Z,631,7,0,233.0
8ncS4CCdVA0,Spark SQL - Windowing Functions - Filtering - Window Function Results,2020-11-30T08:50:52Z,952,6,0,299.0
2UxX75TP5QQ,Data Engineering - Introduction and Roadmap,2020-05-07T01:18:43Z,1952,37,4,880.0
He1RCaTJpvk,Exercise 001 - Use Case - Data Migration - MySQL to Mongo DB - Setup MySQL Database,2020-05-08T19:30:47Z,2263,20,0,1355.0
gwVViXl-rwU,Exercise 002 - Simple Python Exercise  - Sorting Dates,2020-05-07T00:59:08Z,1141,6,3,170.0
ekGsFG80l1U,Exercise 003 - Python Exercise - Dealing with JSON Data,2020-05-08T23:29:03Z,628,7,3,1416.0
riJ_6ETqCgc,Data Engineering Exercises - Setting up MySQL using Docker,2020-05-12T00:48:43Z,1643,35,0,1921.0
7nUI86QR-6s,Setup SQL Workbench,2020-05-14T03:43:09Z,3383,29,1,437.0
zo_WcWkER0Q,Configure telnet on Windows 10,2020-05-14T03:45:56Z,4292,15,6,366.0
vXyFAUpGREs,Connect to MySQL using SQL Workbench,2020-05-14T03:53:47Z,1519,6,1,1248.0
_MYI50r9ENc,Quick Preview of Databases using SQL Workbench,2020-05-14T03:55:25Z,226,2,2,486.0
mSszF9ycHgA,Mastering SQL - Postgresql - Getting Started - Connecting to Database,2020-11-22T01:28:20Z,5193,24,0,262.0
-VjEtYxLZ4s,Mastering SQL - Postgresql - Getting Started - Using psql,2020-11-22T01:29:08Z,1598,4,0,720.0
VF4oAET-GwE,Mastering SQL - Postgresql - Getting Started - Setup Postgres using Docker,2020-11-22T01:29:46Z,963,3,3,857.0
HafnO2hryP0,Mastering SQL - Postgresql - Getting Started - Setup SQL Workbench,2020-11-22T01:32:37Z,1188,5,0,238.0
IRRoAphUJmw,Mastering SQL - Postgresql - Getting Started - SQL Workbench and Postgres,2020-11-22T01:33:36Z,1350,2,1,336.0
7vPJ7TKNQE4,Mastering SQL - Postgresql - Getting Started - SQL Workbench Features,2020-11-22T01:34:29Z,799,3,0,498.0
4DkygKkrS3g,Mastering SQL - Postgresql - Getting Started - Data Loading Utilities,2020-11-22T01:35:10Z,685,5,0,441.0
BUvelySsHDU,Mastering SQL - Postgresql - Getting Started - Loading Data - Docker,2020-11-22T01:35:56Z,540,2,0,526.0
JbqM5xxh-KY,Mastering SQL - Postgresql - DML or CRUD Operations - Inserting Data,2020-11-22T03:21:11Z,508,1,0,321.0
IiBiUlDLPCs,Mastering SQL - Postgresql - DML or CRUD Operations - Updating Data,2020-11-22T03:21:51Z,364,3,0,305.0
vcow_3IeaII,Mastering SQL - Postgresql - DML or CRUD Operations - Deleting Data,2020-11-22T03:22:37Z,264,0,0,161.0
FV84WNXgI_o,Mastering SQL - Postgresql - DML or CRUD Operations - Overview of Transactions,2020-11-22T03:23:27Z,303,0,0,120.0
GIu6gH1EjV4,Mastering SQL - Postgresql - DML or CRUD Operations - Exercises - Database Operations,2020-11-22T03:25:06Z,381,0,0,288.0
Y8krusDetoQ,Mastering SQL - Postgresql - Writing Basic SQL Queries - Standard Transformations,2020-11-22T03:28:22Z,441,1,0,94.0
g5HfliqD-a0,Mastering SQL - Postgresql - Writing Basic SQL Queries - Overview of Data Model,2020-11-22T03:29:41Z,417,1,0,191.0
fkFaPYWfjv4,Mastering SQL - Postgresql - Writing Basic SQL Queries - Define Problem Statement,2020-11-22T03:29:40Z,381,1,0,214.0
yeVIRyGyv7g,Mastering SQL - Postgresql - Writing Basic SQL Queries - Preparing Tables,2020-11-22T03:30:32Z,446,2,0,313.0
0eSWEBDf23A,Mastering SQL - Postgresql - Writing Basic SQL Queries - Selecting or Projecting Data,2020-11-22T03:32:16Z,366,2,0,244.0
2DrLVbXd0Jo,Mastering SQL - Postgresql - Writing Basic SQL Queries - Filtering Data,2020-11-22T03:33:01Z,340,4,0,870.0
7Wg4zpfj02s,Mastering SQL - Postgresql - Writing Basic SQL Queries - Joining Tables – Inner,2020-11-22T03:33:48Z,321,2,0,422.0
U050biNag4w,Mastering SQL - Postgresql - Writing Basic SQL Queries - Joining Tables - Outer,2020-11-22T03:34:18Z,268,0,0,422.0
mIPF0ENiKiE,Mastering SQL - Postgresql - Writing Basic SQL Queries - Performing Aggregations,2020-11-22T03:34:58Z,283,1,1,681.0
kI-y9WNhiv8,Mastering SQL - Postgresql - Writing Basic SQL Queries - Sorting Data,2020-11-22T03:35:50Z,846,4,0,771.0
Gx56dPQX4C4,Mastering SQL - Postgresql - Writing Basic SQL Queries - Solution – Daily Product Revenue,2020-11-22T03:37:02Z,228,4,0,234.0
auRIHsKXV6o,Mastering SQL - Postgresql - Writing Basic SQL Queries - Exercises - Basic SQL Queries,2020-11-22T03:37:49Z,392,3,2,196.0
golGzXiAQnQ,Mastering SQL - Postgresql - Creating Tables and Indexes - DDL – Data Definition Language,2020-11-22T04:10:23Z,636,4,0,296.0
5JM0VJpqMw8,Mastering SQL - Postgresql - Creating Tables and Indexes - Overview of Data Types,2020-11-22T04:09:54Z,329,1,0,408.0
rHgNpRXDVCA,Mastering SQL - Postgresql - Creating Tables and Indexes - Adding or Modifying Columns,2020-11-22T04:09:23Z,310,3,0,468.0
JtVcgVn0zi4,Mastering SQL - Postgresql - Creating Tables and Indexes - Different Types of Constraints,2020-11-22T04:08:59Z,236,2,0,430.0
cSID6e5C_O0,Mastering SQL - Postgresql - Creating Tables and Indexes - Managing Constraints,2020-11-22T04:08:19Z,283,1,0,581.0
9vHIC0QxIdk,Mastering SQL - Postgresql - Creating Tables and Indexes - Indexes on Tables,2020-11-22T04:07:46Z,605,5,0,528.0
N0JmzWfeKds,Mastering SQL - Postgresql - Creating Tables and Indexes - Indexes for Constraints,2020-11-22T04:07:21Z,308,3,0,292.0
ZNlYSx2WEao,Mastering SQL - Postgresql - Creating Tables and Indexes - Overview of Sequences,2020-11-22T04:06:56Z,302,3,0,723.0
7CV_D4x4MVw,Mastering SQL - Postgresql - Creating Tables and Indexes - Truncating Tables,2020-11-22T04:06:31Z,162,0,0,376.0
zmnq6GRdoc0,Mastering SQL - Postgresql - Creating Tables and Indexes - Dropping Tables,2020-11-22T04:05:33Z,181,0,0,205.0
cwL9iAaKHSw,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Overview of Partitioning,2020-11-22T04:04:30Z,461,4,0,75.0
8vgJD-l6bzk,Mastering SQL - Postgresql - Partitioning Tables and Indexes - List Partitioning,2020-11-22T04:03:55Z,3955,14,0,199.0
Tg2HxR0uDn4,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Managing Partitions - List,2020-11-22T04:03:25Z,840,5,0,357.0
9GHGi-3_cf0,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Manipulating Data,2020-11-22T04:02:53Z,359,4,1,233.0
bvEiDEwItVA,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Range Partitioning,2020-11-22T04:02:29Z,476,0,0,137.0
RhQGZF3QEQ8,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Managing Partitions - Range,2020-11-22T04:02:05Z,1458,5,0,336.0
QgVo5IRryCg,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Repartitioning - Range,2020-11-22T04:01:43Z,443,2,0,504.0
f1zzOh7hU5E,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Hash Partitioning,2020-11-22T04:01:24Z,1785,10,3,217.0
RYTQmErsahs,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Managing Partitions - Hash,2020-11-22T04:00:59Z,914,12,0,365.0
ahabU0ywRBw,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Usage Scenarios,2020-11-22T04:00:38Z,276,2,1,182.0
tO3oEo9h-EE,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Sub Partitioning,2020-11-22T04:00:04Z,366,0,0,351.0
uAkrpaJmbx0,Mastering SQL - Postgresql - Partitioning Tables and Indexes - Exercises - Partitioning Tables,2020-11-22T03:58:16Z,318,0,0,103.0
KGE6BNKQwYk,Mastering SQL - Postgresql - Pre-defined Functions - Overview of Pre-Defined Functions,2020-12-01T07:51:40Z,260,0,0,288.0
26Rzech3L-4,Mastering SQL - Postgresql - Pre-defined Functions - String Manipulation Functions,2020-12-01T07:52:40Z,235,1,0,77.0
EaoNmYVbozQ,Mastering SQL - Postgresql - Pre-defined Functions - Case Conversion and Length,2020-12-01T07:53:00Z,178,1,0,200.0
3sYE9ajirDQ,Mastering SQL - Postgresql - Pre-defined Functions - Extracting Data - substr and split_part,2020-12-01T07:54:05Z,529,2,0,804.0
E264Kq8ovCg,Mastering SQL - Postgresql - Pre-defined Functions - Using position or strpos,2020-12-01T07:54:25Z,381,4,0,276.0
kFzl7c7ArXY,Mastering SQL - Postgresql - Pre-defined Functions - Trimming and Padding Functions,2020-12-01T07:54:46Z,211,5,0,308.0
rIItK0mR-bU,Mastering SQL - Postgresql - Pre-defined Functions - Reverse and Concatenating multiple strings,2020-12-01T07:55:08Z,325,3,0,165.0
otkjfS6l038,Mastering SQL - Postgresql - Pre-defined Functions - String Replacement,2020-12-01T07:55:36Z,182,3,0,372.0
7jgBUN9Mtww,Mastering SQL - Postgresql - Pre-defined Functions - Date Manipulation Functions,2020-12-01T07:56:05Z,172,0,0,110.0
TD7kE_lHD4o,Mastering SQL - Postgresql - Pre-defined Functions - Getting Current Date and Timestamp,2020-12-01T07:56:31Z,282,0,0,194.0
kVUCr38f6wU,Mastering SQL - Postgresql - Pre-defined Functions - Date Arithmetic,2020-12-01T07:56:59Z,134,0,0,307.0
Gc7-5Da2jlA,Mastering SQL - Postgresql - Pre-defined Functions - Beginning Date or Time - date_trunc,2020-12-01T07:57:35Z,250,0,0,229.0
vdZhZYPESCs,Mastering SQL - Postgresql - Pre-defined Functions - Extracting information using to_char,2020-12-01T07:58:24Z,330,4,0,614.0
oD_BgxeW9JA,Mastering SQL - Postgresql - Pre-defined Functions - Extracting information - extract,2020-12-01T07:59:10Z,194,3,0,179.0
8I7S1PuJEO0,Mastering SQL - Postgresql - Pre-defined Functions - Dealing with Unix Timestamp,2020-12-01T07:59:58Z,774,4,0,172.0
Aa3Cniot1oQ,Mastering SQL - Postgresql - Pre-defined Functions - Overview of Numeric Functions,2020-12-01T08:00:28Z,408,5,0,389.0
tMJilIfJ-w0,Mastering SQL - Postgresql - Pre-defined Functions - Data Type Conversion,2020-12-01T07:59:32Z,267,2,0,208.0
1wgvHLXW__8,Mastering SQL - Postgresql - Pre-defined Functions - Handling NULL Values,2020-12-01T07:58:41Z,709,3,0,233.0
6f_4KzFBki8,Mastering SQL - Postgresql - Pre-defined Functions - Using CASE and WHEN,2020-12-01T07:57:57Z,232,2,0,356.0
MTfKsGcmwjA,Mastering SQL - Postgresql - Advanced SQL - Overview of Views,2020-12-01T02:25:49Z,503,2,0,394.0
g7kMZxWlwUQ,Mastering SQL - Postgresql - Advanced SQL - Named Queries - Using WITH Clause,2020-12-01T02:27:39Z,611,3,1,220.0
aiHFzFZIEZI,Mastering SQL - Postgresql - Advanced SQL - Overview of Sub Queries,2020-12-01T02:28:24Z,1732,10,0,381.0
n4YoASApp1k,Mastering SQL - Postgresql - Advanced SQL - CTAS - Create Table as Select,2020-12-01T02:28:52Z,541,0,0,434.0
STEZ7KlfNuY,Mastering SQL - Postgresql - Advanced SQL - Advanced DML Operations,2020-12-01T02:29:36Z,343,0,0,677.0
24N2OTRm560,Mastering SQL - Postgresql - Advanced SQL - Merging or Upserting Data,2020-12-01T02:30:06Z,2776,18,4,477.0
IRCVYQ_4Ito,Mastering SQL - Postgresql - Advanced SQL - Pivoting Rows into Columns,2021-08-17T05:45:14Z,88,0,0,68.0
QCbSM0tcFrc,Mastering SQL - Postgresql - Advanced SQL - Overview of Analytic Functions,2020-12-01T02:30:34Z,456,5,0,292.0
ZrOXdVk-d0s,Mastering SQL - Postgresql - Advanced SQL - Analytic Functions – Aggregations,2020-12-01T02:31:06Z,319,5,0,557.0
OrUUippbNqw,Mastering SQL - Postgresql - Advanced SQL - Cumulative or Moving Aggregations,2020-12-01T02:31:40Z,414,5,0,436.0
dL2mrHq_E-I,Mastering SQL - Postgresql - Advanced SQL - Analytic Functions – Windowing,2020-12-01T02:32:18Z,300,1,0,716.0
9B1A5EV_PsI,Mastering SQL - Postgresql - Advanced SQL - Analytic Functions – Ranking,2020-12-01T02:32:48Z,444,4,0,744.0
hp0cmesr8i8,Mastering SQL - Postgresql - Advanced SQL - Analytic Functions - Filtering,2020-12-01T02:24:43Z,474,4,0,597.0
k9KYtK-is2w,Mastering SQL - Postgresql - Advanced SQL - Ranking and Filtering - Recap,2020-12-01T02:33:16Z,370,2,0,186.0
Ejuzd4QQsHg,Mastering SQL - Postgresql - DML or CRUD Operations- Creating Table,2020-11-22T03:20:27Z,457,2,0,295.0
QjOuleXn0xE,Mastering SQL - Postgresql - DML or CRUD Operations - CRUD Operations,2020-11-22T03:18:21Z,344,0,0,137.0
Ws3slfbSpC4,Mastering SQL - Postgresql - DML or CRUD Operations - Overview,2020-11-22T03:19:34Z,418,1,0,129.0
L5CgHFadAnY,Understanding Databases: A Simple Guide to Different Types and Their Uses,2024-03-22T23:08:28Z,231,4,1,1585.0
j4DORR3lOqI,Install and Manage PostgreSQL on Windows or Mac: Using pgAdmin and Task Manager Guide,2024-03-22T23:29:44Z,337,2,0,1123.0
4AdEDeUQ0MU,Getting Started with SQL: Setup Postgres Database and Tables | Step-by-Step Tutorial with Commands,2024-03-23T00:29:38Z,291,4,0,941.0
rwx1uidf3S0,Kickoff - Data Engineering Training Summer 2020 US Graduates,2020-05-20T02:13:36Z,3801,21,1,3864.0
rEvi34EbCFM,Catchup - Data Engineering Training Summer 2020 US Graduates,2020-05-23T02:55:59Z,1082,10,3,4384.0
mxTMKQ1v__c,Catchup - Data Engineering Training Summer 2020 US Graduates,2020-05-24T02:44:39Z,700,12,0,4016.0
UPLsm-_oDlg,Data Engineering Bootcamp - Free guided Q&A,2020-05-26T02:09:44Z,1796,25,3,3801.0
Hbsf75Do7ws,Python Live Workshop - 10 Overview of Docker as Development Server,2020-05-16T14:56:31Z,1827,30,1,6171.0
zCRzT9jxUvI,Data Engineering Environment Setup - Troubleshooting Issues and Alternatives for setting up Docker,2020-05-20T02:34:37Z,1177,10,0,3313.0
KTcYFLHxmgI,Running Docker Commands with out sudo on Ubuntu,2020-05-27T21:24:51Z,2295,19,0,584.0
g17kSpzbTU0,Introduction to Prototyping using Tableau Public with Files,2020-05-21T02:16:45Z,540,3,0,3932.0
BVBMqeKwh7o,Troubleshooting Environment Issues (Contd),2020-05-21T03:15:51Z,463,4,1,1969.0
WJfGjNbrooA,Prototyping using Tableau and Files (Contd...),2020-05-22T02:05:45Z,468,3,0,3436.0
JCz1587X3Pw,Training Methodology and Visualization Prototyping Requirements,2020-05-25T02:55:34Z,584,6,1,4644.0
QR8n4xWdR2I,Limitations - Reports using Files or Transactional Databases and Setting up Postgres Database,2020-05-27T02:23:51Z,499,11,1,4411.0
Oh-B6hKCyU4,Using gists to submit the code and queries for review,2020-05-27T20:34:05Z,98,0,0,862.0
CG1dUY79HNU,Following standards in while publishing code in public forums (gists),2020-05-27T22:48:38Z,340,10,0,576.0
huzByMuacJI,Data Warehousing Concepts (Dimension Modeling),2020-05-29T02:33:10Z,3860,40,3,4810.0
NZzkRcEj_K4,Data Warehousing Concepts (Dimension Modeling) - Contd...,2020-05-30T02:45:47Z,1404,26,1,5585.0
xfHqbpln3fQ,Setting up lab access and accessing material,2020-06-01T00:31:52Z,531,7,1,2596.0
mJDzoqX2eC8,Linux Hands On Workshop,2020-06-01T01:04:34Z,1358,19,1,4920.0
IRoGml6gTl8,Linux Handson Workshop (Contd...),2020-06-01T02:45:46Z,625,8,0,4881.0
P_6s24d0bJ8,Data Engineering Pipeline using Python and Pandas - Design Walkthrough,2020-06-05T01:38:50Z,11751,138,3,3460.0
BMVigVUlrfM,Data Engineering Pipeline using Python and Pandas - Design Walkthrough (Contd...),2020-06-07T02:34:40Z,2635,50,2,4900.0
ADJX6XRdukA,Data Engineering Bootcamp - Data Pipeline using Python - Setting up development environment,2020-06-08T03:10:39Z,4309,56,0,5346.0
vfOzD0FPhSU,Data Engineering Bootcamp - Reviewing Design Document and Implementation Plan,2020-06-11T02:04:56Z,1026,17,1,3084.0
8L1SwDiBDbQ,Data Engineering Bootcamp - Job Marketing Tips (LinkedIn and Job Portals),2020-06-14T02:43:11Z,963,21,0,5122.0
BxLTTuLlvH0,Part 1 - A sample data pipeline using Python - Setup Project and Develop Program to read table list,2020-06-15T02:32:16Z,67042,743,9,5601.0
czJ0j-9FK08,Part 2 - A simple data pipeline using Python - Develop required functionality to read the data,2020-06-16T02:04:19Z,10714,105,6,4605.0
wafKihMcAm0,Troubleshooting development environment issues for Python based Pipelines,2020-06-17T01:20:40Z,1802,15,1,2786.0
V1nbPEhjLow,Part 3 - A simple data pipeline using Python - Develop functionality to write data into target table,2020-06-18T02:35:03Z,5431,46,1,6410.0
h2nPyjRKyg4,Setting up AirFlow and some of the key concepts,2020-06-23T01:42:17Z,8558,102,8,3470.0
pEc_y6MMPnw,Logging and Scheduling Concepts and implementation using Python,2020-06-28T02:05:59Z,2278,27,1,4906.0
uRmebZwUXIQ,Workflow and Scheduling using AirFlow,2020-06-29T01:46:59Z,3918,51,2,4031.0
5czvkTDZgPI,AirFlow - Pipeline Orchestration (ETL Pipeline built using Python),2020-07-01T01:50:52Z,19335,218,7,3731.0
aJlNgomMGYU,AirFlow Pipelines using Docker Operator,2020-07-02T01:54:37Z,5283,31,6,4400.0
dj565kgP1Ss,Introduction to Data Engineering and Big Data,2020-07-07T02:26:54Z,6427,75,2,6115.0
TFSlqUEh0QI,Overview of Big Data Certifications (Spark Based),2020-07-09T02:03:25Z,2676,42,0,5040.0
_iI7QRUOQh0,Overview of Big Data Clusters - On Prem and Cloud,2020-07-11T02:16:04Z,2028,31,0,5815.0
7bTboxcbwoY,Understanding Big Data File Systems - HDFS and DBFS,2020-07-15T02:43:55Z,4348,86,3,7621.0
cIFftfn6wyA,Yet Another Resource Negotiator (YARN),2020-07-19T02:06:11Z,1909,41,1,5095.0
Z4pDhBaWB64,Apache Spark - Setup Development Environment,2020-07-22T02:13:24Z,2884,59,2,5746.0
jcdAO90yY2U,Apache Spark - Setup Development Environment (Contd...),2020-07-26T02:11:38Z,1720,57,6,5606.0
50Owdtm8ZZE,Apache Spark - Setup Data Engineering Project using PyCharm,2020-07-25T02:12:36Z,3506,55,3,5595.0
8QRKI_nJ88Y,Apache Spark - Quick Recap of Python Essentials,2020-08-09T02:33:18Z,1762,53,4,6345.0
lMRnWvuAEEs,Career Transition for Mid Career Engineers,2020-04-25T15:55:49Z,1222,39,3,5806.0
SmLx4VXbHho,Apache Spark - How to determine executors for a given Spark Job?,2019-04-14T13:56:16Z,15021,271,13,6132.0
A1KbWNBZhkE,Apache Spark Common Issues - SparkUI: Failed to bind SparkUI,2020-04-19T05:50:02Z,3374,39,6,1152.0
pOk-w-af_LU,Apache Spark Common Issues - Permission Denied - local folders vs. HDFS,2020-04-27T20:50:16Z,4743,46,0,1640.0
XH6ayIB6YSk,Session 02 - Basics of Files and Directories (for kids),2020-04-11T14:44:49Z,618,8,0,3081.0
e4IJwKmQw50,Session 03 - Basics of Files and Directories,2020-04-14T17:34:06Z,224,7,0,2811.0
fvwHp7-QBI0,Session 04 - Overview of Softwares and Hardwares,2020-04-19T13:05:14Z,197,4,0,3348.0
eC20pCmk1sg,Session 05 - Overview of a Computer,2020-04-26T07:00:12Z,107,2,0,4263.0
Elu3UY_klco,Session 06 - Cleaning up Temp files and Overview of Task Manager,2020-05-02T07:00:04Z,147,4,0,3619.0
KMBpG11OLH0,Session 07 - Installing and Uninstalling Softwares and Control Panel,2020-05-02T07:00:08Z,66,2,0,3716.0
qsqCLASKxVY,2019 11 21 Labs On Boarding Session,2019-11-21T04:11:31Z,761,8,1,1479.0
vw-N9gybLeg,Reading local files using Spark Data Frame APIs in Cluster Mode,2020-04-03T02:20:35Z,5867,66,11,1521.0
A1KbWNBZhkE,Apache Spark Common Issues - SparkUI: Failed to bind SparkUI,2020-04-19T05:50:02Z,3374,39,6,1152.0
cyshO_D4edA,ITVersity Labs - Apache Sqoop - MySQL Access Denied,2020-04-20T13:47:23Z,1477,30,0,2181.0
